age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
0.205479452,private,13,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,lessthan50k
0.342465753,private,14,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,morethan50k
0.219178082,private,9,Married-civ-spouse,Machine-op-inspect,Husband,Asian-Pac-Islander,Male,0.397959184,South,lessthan50k
0.136986301,private,10,Married-civ-spouse,Exec-Managerial,Wife,White,Female,0.397959184,United-States,morethan50k
0.164383562,private,10,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.37755102,United-States,lessthan50k
0.164383562,private,9,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.397959184,United-States,lessthan50k
0.04109589,private,10,Never-married,Exec-Managerial,Own-child,White,Female,0.193877551,United-States,lessthan50k
0.246575342,private,5,Never-married,Admin-clerical,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.191780822,selfempnotinc,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.5,Puerto-Rico,morethan50k
0.219178082,private,9,Never-married,Craft-repair,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.684931507,private,10,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,lessthan50k
0.397260274,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.091836735,United-States,lessthan50k
0.383561644,private,4,Married-civ-spouse,Machine-op-inspect,Wife,White,Female,0.397959184,United-States,morethan50k
0,localgov,6,Never-married,Craft-repair,Own-child,White,Male,0.193877551,United-States,lessthan50k
0.246575342,private,13,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.704081633,United-States,morethan50k
0.424657534,selfempnotinc,13,Married-spouse-absent,Exec-Managerial,Not-in-family,Black,Male,0.397959184,Jamaica,morethan50k
0.438356164,private,9,Divorced,Machine-op-inspect,Not-in-family,Black,Female,0.397959184,United-States,lessthan50k
0.04109589,private,10,Never-married,Sales,Other-relative,White,Female,0.397959184,United-States,lessthan50k
0.136986301,private,9,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.459183673,Canada,lessthan50k
0.643835616,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.193877551,United-States,lessthan50k
0.493150685,federalgov,10,Separated,Craft-repair,Not-in-family,Black,Male,0.397959184,United-States,lessthan50k
0.479452055,private,9,Divorced,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.164383562,private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.551020408,United-States,lessthan50k
0.205479452,selfempinc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.424657534,selfempnotinc,13,Married-civ-spouse,Prof-Speciality,Wife,White,Female,0.193877551,United-States,morethan50k
0.178082192,private,10,Never-married,Craft-repair,Other-relative,White,Male,0.397959184,Mexico,lessthan50k
0.232876712,private,9,Married-civ-spouse,Other-Service,Husband,White,Male,0.193877551,United-States,lessthan50k
0.301369863,private,9,Never-married,Prof-Speciality,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.150684932,private,6,Never-married,Handlers-Movers,Other-relative,White,Male,0.397959184,United-States,lessthan50k
0.506849315,private,13,Never-married,Prof-Speciality,Not-in-family,White,Female,0.5,United-States,lessthan50k
0.095890411,private,10,Never-married,Sales,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.109589041,private,9,Never-married,Craft-repair,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.109589041,private,6,Divorced,Other-Service,Unmarried,White,Female,0.112244898,United-States,lessthan50k
0.424657534,localgov,10,Married-civ-spouse,Exec-Managerial,Wife,White,Female,0.397959184,United-States,morethan50k
0.095890411,private,13,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.191780822,private,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.5,Taiwan,lessthan50k
0.410958904,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.02739726,private,10,Never-married,Admin-clerical,Own-child,White,Female,0.244897959,United-States,lessthan50k
0.479452055,selfempinc,10,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,morethan50k
0.479452055,private,9,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.397959184,United-States,lessthan50k
0.589041096,private,9,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.275510204,United-States,lessthan50k
0.356164384,private,14,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.5,United-States,morethan50k
0.095890411,private,12,Divorced,Other-Service,Own-child,White,Female,0.295918367,United-States,lessthan50k
0.465753425,private,9,Never-married,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.287671233,selfempnotinc,4,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.246575342,private,10,Never-married,Admin-clerical,Own-child,White,Female,0.091836735,United-States,lessthan50k
0.315068493,selfempinc,9,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.5,United-States,morethan50k
0.506849315,private,10,Widowed,Exec-Managerial,Unmarried,White,Female,0.397959184,United-States,lessthan50k
0.246575342,private,13,Never-married,Other-Service,Other-relative,White,Male,0.5,United-States,lessthan50k
0.479452055,private,6,Separated,Machine-op-inspect,Unmarried,Black,Male,0.397959184,United-States,lessthan50k
0.493150685,private,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,morethan50k
0.246575342,private,9,Divorced,Craft-repair,Unmarried,Black,Male,0.397959184,United-States,lessthan50k
0.356164384,selfempnotinc,10,Divorced,Sales,Unmarried,White,Female,0.418367347,United-States,lessthan50k
0.164383562,private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,Canada,lessthan50k
0.164383562,private,9,Married-civ-spouse,Transport-Moving,Husband,Amer-Indian-Eskimo,Male,0.653061224,United-States,lessthan50k
0.136986301,private,9,Never-married,Other-Service,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.561643836,private,13,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.397959184,Mexico,lessthan50k
0.643835616,private,9,Married-civ-spouse,Handlers-Movers,Husband,White,Male,0.173469388,United-States,lessthan50k
0.246575342,private,9,Married-civ-spouse,Admin-clerical,Wife,Black,Female,0.316326531,United-States,lessthan50k
0.054794521,private,9,Never-married,Admin-clerical,Not-in-family,White,Female,0.295918367,United-States,lessthan50k
0.315068493,selfempnotinc,12,Divorced,Exec-Managerial,Not-in-family,White,Male,0.295918367,United-States,lessthan50k
0.246575342,stategov,15,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.397959184,Iran,morethan50k
0.287671233,private,11,Never-married,Tech Support,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.301369863,private,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,lessthan50k
0.246575342,private,15,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.551020408,United-States,morethan50k
0.095890411,private,9,Never-married,Sales,Not-in-family,White,Male,0.37755102,United-States,lessthan50k
0.315068493,selfempinc,8,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.5,United-States,morethan50k
0.246575342,selfempinc,8,Married-civ-spouse,Prof-Speciality,Husband,Black,Male,1,United-States,morethan50k
0.287671233,private,13,Never-married,Exec-Managerial,Not-in-family,White,Female,0.704081633,United-States,lessthan50k
0.383561644,private,9,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,morethan50k
0.01369863,private,6,Never-married,Machine-op-inspect,Own-child,White,Male,0.551020408,United-States,lessthan50k
0.547945205,localgov,14,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.5,United-States,morethan50k
0.246575342,private,9,Separated,Other-Service,Not-in-family,Black,Female,0.346938776,United-States,lessthan50k
0.109589041,private,10,Never-married,Exec-Managerial,Own-child,White,Female,0.397959184,Yugoslavia,lessthan50k
0.479452055,federalgov,10,Divorced,Admin-clerical,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.534246575,private,5,Divorced,Craft-repair,Not-in-family,White,Male,0.56122449,United-States,lessthan50k
0.123287671,selfempinc,10,Never-married,Sales,Not-in-family,White,Male,0.479591837,United-States,lessthan50k
0.02739726,private,9,Never-married,Craft-repair,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.109589041,selfempinc,13,Never-married,Admin-clerical,Own-child,Asian-Pac-Islander,Female,0.397959184,United-States,lessthan50k
0.109589041,private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0.295918367,United-States,lessthan50k
0.054794521,private,9,Never-married,Sales,Other-relative,White,Male,0.448979592,United-States,lessthan50k
0.424657534,selfempnotinc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,Italy,lessthan50k
0.219178082,stategov,14,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.602040816,Canada,lessthan50k
0.191780822,stategov,9,Divorced,Protective-serv,Own-child,Other,Male,0.397959184,United-States,lessthan50k
0.123287671,private,9,Divorced,Farming-fishing,Unmarried,White,Male,0.653061224,United-States,lessthan50k
0.273972603,stategov,13,Never-married,Prof-Speciality,Not-in-family,White,Male,0.37755102,United-States,lessthan50k
0.04109589,private,10,Never-married,Other-Service,Own-child,White,Male,0.193877551,United-States,lessthan50k
0.438356164,private,9,Widowed,Admin-clerical,Unmarried,White,Female,0.193877551,United-States,lessthan50k
0.438356164,private,14,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,morethan50k
0.465753425,private,10,Married-civ-spouse,Prof-Speciality,Wife,White,Female,0.397959184,United-States,morethan50k
0.315068493,private,10,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,lessthan50k
0.095890411,private,11,Never-married,Machine-op-inspect,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.01369863,private,7,Never-married,Craft-repair,Own-child,White,Male,0.234693878,United-States,lessthan50k
0.328767123,private,5,Married-civ-spouse,Transport-Moving,Husband,Black,Male,0.397959184,United-States,morethan50k
0.397260274,private,9,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.397959184,United-States,morethan50k
0.397260274,private,9,Married-civ-spouse,Admin-clerical,Wife,White,Female,0.397959184,United-States,lessthan50k
0.643835616,private,5,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.397959184,United-States,morethan50k
0.452054795,selfempnotinc,8,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.397959184,United-States,morethan50k
0.493150685,stategov,14,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.357142857,United-States,morethan50k
0.054794521,private,9,Never-married,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.068493151,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.244897959,United-States,lessthan50k
0.273972603,private,13,Divorced,Exec-Managerial,Unmarried,White,Female,0.448979592,United-States,lessthan50k
0.301369863,private,8,Never-married,Prof-Speciality,Not-in-family,White,Male,0.551020408,United-States,morethan50k
0.178082192,private,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.397959184,India,lessthan50k
0.109589041,private,13,Never-married,Prof-Speciality,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.123287671,private,10,Never-married,Exec-Managerial,Unmarried,Black,Female,0.397959184,United-States,lessthan50k
0.356164384,private,13,Never-married,Sales,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.575342466,private,9,Widowed,Admin-clerical,Unmarried,White,Female,0.602040816,United-States,lessthan50k
0.136986301,private,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0.397959184,Jamaica,lessthan50k
0.520547945,private,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,morethan50k
0.04109589,private,10,Never-married,Other-Service,Own-child,White,Male,0.112244898,Canada,lessthan50k
0.109589041,private,11,Never-married,Prof-Speciality,Not-in-family,White,Female,0.357142857,Canada,lessthan50k
0.150684932,private,12,Separated,Other-Service,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.164383562,private,13,Never-married,Sales,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.589041096,private,6,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,morethan50k
0.273972603,localgov,13,Married-civ-spouse,Prof-Speciality,Wife,White,Female,0.5,United-States,morethan50k
0.109589041,private,6,Divorced,Sales,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.136986301,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.602040816,United-States,lessthan50k
0.452054795,stategov,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.328767123,selfempnotinc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.704081633,United-States,lessthan50k
0.397260274,private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0.469387755,United-States,lessthan50k
0.246575342,private,11,Divorced,Other-Service,Unmarried,Black,Female,0.397959184,United-States,lessthan50k
0.315068493,private,9,Never-married,Handlers-Movers,Not-in-family,Black,Male,0.397959184,United-States,lessthan50k
0.438356164,private,13,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,morethan50k
0.164383562,private,13,Never-married,Prof-Speciality,Not-in-family,White,Female,0.5,United-States,lessthan50k
0.356164384,localgov,13,Divorced,Prof-Speciality,Unmarried,White,Female,0.397959184,United-States,lessthan50k
0.301369863,private,12,Never-married,Transport-Moving,Not-in-family,Black,Male,0.602040816,United-States,lessthan50k
0.246575342,private,9,Never-married,Handlers-Movers,Own-child,White,Male,0.602040816,United-States,lessthan50k
0.479452055,private,10,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.397959184,United-States,lessthan50k
0.109589041,private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0.397959184,Outlying-US(Guam-USVI-etc),lessthan50k
0.04109589,selfempinc,9,Never-married,Machine-op-inspect,Own-child,White,Female,0.295918367,United-States,lessthan50k
0.095890411,private,13,Never-married,Exec-Managerial,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.164383562,private,13,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.295918367,India,lessthan50k
0.054794521,private,10,Never-married,Other-Service,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.273972603,federalgov,13,Divorced,Exec-Managerial,Other-relative,White,Female,0.5,United-States,lessthan50k
0.356164384,federalgov,9,Never-married,Admin-clerical,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.02739726,private,9,Never-married,Admin-clerical,Not-in-family,White,Female,0.255102041,United-States,lessthan50k
0.410958904,private,9,Married-civ-spouse,Sales,Husband,White,Male,0.448979592,United-States,lessthan50k
0.602739726,private,9,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.448979592,United-States,morethan50k
0.246575342,private,9,Married-civ-spouse,Other-Service,Husband,White,Male,0.602040816,United-States,lessthan50k
0.589041096,private,5,Married-civ-spouse,Handlers-Movers,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.136986301,private,10,Never-married,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.547945205,localgov,13,Married-civ-spouse,Prof-Speciality,Husband,Asian-Pac-Islander,Male,0.346938776,India,lessthan50k
0.534246575,private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,lessthan50k
0.136986301,private,9,Never-married,Exec-Managerial,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.410958904,private,3,Married-civ-spouse,Machine-op-inspect,Wife,Black,Female,0.346938776,United-States,lessthan50k
0.02739726,private,9,Never-married,Other-Service,Not-in-family,White,Male,0.295918367,United-States,lessthan50k
0.150684932,selfempnotinc,7,Divorced,Other-Service,Unmarried,White,Female,0.295918367,United-States,lessthan50k
0.356164384,private,5,Married-civ-spouse,Admin-clerical,Husband,White,Male,0.397959184,United-States,lessthan50k
0.630136986,localgov,10,Divorced,Exec-Managerial,Not-in-family,White,Female,0.346938776,United-States,lessthan50k
0.109589041,private,9,Divorced,Handlers-Movers,Own-child,Asian-Pac-Islander,Female,0.397959184,Philippines,lessthan50k
0.246575342,selfempnotinc,9,Never-married,Machine-op-inspect,Own-child,White,Male,0.397959184,United-States,morethan50k
0.246575342,private,9,Never-married,Handlers-Movers,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.246575342,private,5,Married-civ-spouse,Sales,Husband,White,Male,0.704081633,United-States,lessthan50k
0.178082192,localgov,13,Never-married,Prof-Speciality,Not-in-family,Black,Female,0.397959184,Germany,lessthan50k
0.191780822,private,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.397959184,United-States,morethan50k
0.04109589,private,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.234693878,Philippines,lessthan50k
0.547945205,private,14,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.5,United-States,morethan50k
0.328767123,private,11,Married-civ-spouse,Admin-clerical,Wife,White,Female,0.43877551,United-States,morethan50k
0.219178082,private,9,Divorced,Admin-clerical,Other-relative,White,Female,0.397959184,United-States,lessthan50k
0.136986301,private,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.397959184,United-States,lessthan50k
0.232876712,private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.602040816,United-States,morethan50k
0.068493151,private,5,Never-married,Craft-repair,Not-in-family,White,Male,0.295918367,United-States,lessthan50k
0.246575342,private,12,Married-civ-spouse,Exec-Managerial,Wife,Black,Female,0.397959184,United-States,morethan50k
0.315068493,private,13,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.448979592,United-States,morethan50k
0.273972603,private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.510204082,United-States,lessthan50k
0.493150685,private,14,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.551020408,United-States,morethan50k
0.287671233,selfempnotinc,10,Married-civ-spouse,Machine-op-inspect,Husband,White,Male,0.397959184,United-States,morethan50k
0.109589041,stategov,9,Never-married,Prof-Speciality,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.465753425,private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.01369863,private,10,Never-married,Other-Service,Own-child,White,Male,0.153061224,United-States,lessthan50k
0.328767123,private,6,Married-civ-spouse,Handlers-Movers,Husband,White,Male,0.397959184,United-States,morethan50k
0.219178082,private,9,Never-married,Admin-clerical,Unmarried,White,Female,0.397959184,United-States,lessthan50k
0.219178082,private,13,Never-married,Sales,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.684931507,stategov,10,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.397959184,United-States,lessthan50k
0.410958904,selfempnotinc,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.5,United-States,morethan50k
0.095890411,private,10,Never-married,Machine-op-inspect,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.205479452,localgov,3,Married-civ-spouse,Other-Service,Husband,White,Male,0.397959184,United-States,lessthan50k
0.164383562,private,9,Never-married,Other-Service,Unmarried,White,Female,0.397959184,Mexico,lessthan50k
0.109589041,private,11,Never-married,Sales,Not-in-family,White,Male,0.448979592,United-States,lessthan50k
0.219178082,private,10,Divorced,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.520547945,private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,lessthan50k
0.191780822,private,10,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,morethan50k
0.205479452,localgov,14,Married-civ-spouse,Prof-Speciality,Husband,White,Male,0.5,United-States,lessthan50k
0.01369863,private,9,Never-married,Protective-serv,Own-child,White,Male,0.020408163,United-States,lessthan50k
0.246575342,private,9,Divorced,Admin-clerical,Unmarried,White,Female,0.5,United-States,lessthan50k
0.561643836,private,9,Widowed,Admin-clerical,Not-in-family,White,Female,0.265306122,United-States,lessthan50k
0.232876712,private,14,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.5,United-States,morethan50k
0.02739726,private,6,Never-married,Handlers-Movers,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.054794521,private,9,Never-married,Admin-clerical,Unmarried,Black,Female,0.397959184,United-States,lessthan50k
0.246575342,selfempinc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0.5,United-States,lessthan50k
0.273972603,private,13,Married-civ-spouse,Prof-Speciality,Wife,Black,Female,0.397959184,United-States,morethan50k
0.356164384,private,9,Married-civ-spouse,Machine-op-inspect,Wife,Black,Female,0.204081633,Trinadad&Tobago,lessthan50k
0.479452055,stategov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.397959184,United-States,lessthan50k
0.356164384,private,10,Divorced,Prof-Speciality,Unmarried,White,Female,0.37755102,United-States,lessthan50k
0.068493151,private,9,Never-married,Other-Service,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.547945205,private,2,Divorced,Transport-Moving,Unmarried,White,Male,0.397959184,United-States,lessthan50k
0.273972603,private,12,Never-married,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.301369863,private,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.37755102,United-States,lessthan50k
0.506849315,private,10,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,morethan50k
0.136986301,private,12,Never-married,Other-Service,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.054794521,private,9,Never-married,Admin-clerical,Not-in-family,White,Female,0.346938776,United-States,lessthan50k
0.657534247,private,10,Separated,Admin-clerical,Not-in-family,White,Female,0.37755102,United-States,lessthan50k
0.178082192,private,10,Married-civ-spouse,Other-Service,Wife,White,Female,0.397959184,United-States,lessthan50k
0.068493151,private,4,Never-married,Machine-op-inspect,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.123287671,private,13,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,lessthan50k
0.109589041,private,6,Separated,Craft-repair,Own-child,White,Male,0.397959184,United-States,lessthan50k
0.410958904,private,11,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.5,United-States,morethan50k
0.082191781,private,12,Never-married,Other-Service,Own-child,White,Male,0.602040816,United-States,lessthan50k
0.342465753,private,9,Married-civ-spouse,Sales,Husband,Black,Male,0.397959184,United-States,morethan50k
0.246575342,selfempnotinc,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0.295918367,United-States,lessthan50k
0.520547945,private,15,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.602040816,United-States,morethan50k
0.095890411,stategov,14,Married-spouse-absent,Prof-Speciality,Not-in-family,Asian-Pac-Islander,Female,0.091836735,China,lessthan50k
0.246575342,private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.246575342,private,6,Separated,Other-Service,Unmarried,Black,Female,0.602040816,United-States,lessthan50k
0.315068493,private,9,Separated,Transport-Moving,Unmarried,Black,Female,0.397959184,United-States,lessthan50k
0.424657534,private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.123287671,private,11,Separated,Admin-clerical,Unmarried,White,Female,0.346938776,United-States,lessthan50k
0.068493151,private,9,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,lessthan50k
0.246575342,private,9,Divorced,Exec-Managerial,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.273972603,localgov,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0.244897959,United-States,lessthan50k
0.178082192,private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.397959184,Laos,lessthan50k
0.328767123,private,9,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0.5,United-States,lessthan50k
0.287671233,private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.602040816,United-States,morethan50k
0.342465753,selfempnotinc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.5,United-States,lessthan50k
0.04109589,private,9,Never-married,Craft-repair,Own-child,Black,Male,0.397959184,United-States,lessthan50k
0.260273973,private,13,Divorced,Admin-clerical,Not-in-family,White,Female,0.397959184,United-States,lessthan50k
0.205479452,federalgov,11,Never-married,Prof-Speciality,Other-relative,Asian-Pac-Islander,Male,0.397959184,United-States,lessthan50k
0.136986301,private,13,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.397959184,United-States,morethan50k
0.109589041,stategov,10,Divorced,Protective-serv,Other-relative,White,Male,0.448979592,United-States,lessthan50k
0.315068493,private,14,Never-married,Exec-Managerial,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.438356164,private,13,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.448979592,United-States,morethan50k
0,private,6,Never-married,Other-Service,Own-child,White,Female,0.153061224,United-States,lessthan50k
0.164383562,private,9,Never-married,Craft-repair,Unmarried,White,Female,0.397959184,United-States,lessthan50k
0.410958904,private,8,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.551020408,Taiwan,morethan50k
0.095890411,selfempnotinc,10,Separated,Handlers-Movers,Own-child,White,Male,0.448979592,United-States,lessthan50k
0.164383562,private,9,Never-married,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,lessthan50k
0.383561644,private,10,Married-civ-spouse,Admin-clerical,Wife,White,Female,0.234693878,Canada,morethan50k
0.178082192,private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.5,United-States,lessthan50k
0.02739726,private,10,Never-married,Admin-clerical,Own-child,White,Male,0.193877551,United-States,lessthan50k
0.575342466,private,5,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.397959184,United-States,morethan50k
0.410958904,private,3,Married-spouse-absent,Other-Service,Unmarried,White,Female,0.295918367,United-States,lessthan50k
0.328767123,private,10,Married-civ-spouse,Tech Support,Husband,Black,Male,0.397959184,United-States,lessthan50k
0.150684932,private,12,Never-married,Prof-Speciality,Own-child,White,Male,0.397959184,France,lessthan50k
0.397260274,private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,morethan50k
0.315068493,selfempnotinc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.602040816,United-States,lessthan50k
0.246575342,private,5,Divorced,Other-Service,Not-in-family,Black,Female,0.397959184,United-States,lessthan50k
0.369863014,private,10,Never-married,Craft-repair,Own-child,White,Male,0.112244898,United-States,lessthan50k
0.561643836,private,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.602040816,United-States,morethan50k
0.054794521,private,3,Never-married,Other-Service,Other-relative,White,Male,0.479591837,Mexico,lessthan50k
0.575342466,private,4,Widowed,Other-Service,Unmarried,Black,Female,0.397959184,United-States,lessthan50k
0.246575342,localgov,10,Married-civ-spouse,Other-Service,Husband,White,Male,0.397959184,United-States,lessthan50k
0.383561644,private,4,Married-civ-spouse,Admin-clerical,Husband,Black,Male,0.397959184,United-States,morethan50k
0.178082192,private,9,Married-civ-spouse,Transport-Moving,Husband,White,Male,0.397959184,United-States,lessthan50k
0.219178082,private,9,Never-married,Handlers-Movers,Not-in-family,Black,Male,0.397959184,Jamaica,lessthan50k
0.123287671,private,10,Never-married,Sales,Not-in-family,White,Female,0.142857143,United-States,lessthan50k
0.424657534,private,10,Separated,Sales,Unmarried,Black,Female,0.346938776,United-States,lessthan50k
0.191780822,private,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.397959184,United-States,lessthan50k
0.260273973,private,9,Married-civ-spouse,Exec-Managerial,Husband,White,Male,0.448979592,United-States,lessthan50k
0.424657534,private,9,Divorced,Craft-repair,Unmarried,White,Female,0.37755102,United-States,lessthan50k
0.178082192,private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,lessthan50k
0.219178082,private,9,Married-civ-spouse,Handlers-Movers,Husband,White,Male,0.5,United-States,morethan50k
